id,title,source,published_at,description
571,Welltower CFO’s $167 Million Pay Package Sets New Record,Biztoc.com,2026-06-23 01:10:01+00:00,Finance chief Tim McHugh’s pay outpaces that of many CEOs and surpasses the Tesla CFO’s $139 million pay package in 2024.
551,Amazon SageMaker Studio notebooks now support G7e instance types,Amazon.com,2026-06-23 01:02:00+00:00,"Amazon G7e instances feature up to 8 NVIDIA RTX PRO 6000 Blackwell Server Edition GPUs, with 96 GB of memory per GPU, and 5th Generation Intel Xeon processors. They support up to 192 virtual CPUs (vCPUs) and up to 1600 Gbps of Elastic Fabric Adapter networkin…"
552,"Semtech and onsemi Shares Are Soaring, What You Need To Know",Biztoc.com,2026-06-23 00:56:30+00:00,"What Happened?
A number of stocks jumped in the afternoon session after the Philadelphia Semiconductor Index hit a fresh record high even as the broader Nasdaq slipped as NVIDIA unveiled its next-generation Vera Rubin platform at the ISC High Performance 2026…"
572,Tesla crash that killed a woman under US federal investigation - BBC,Slashdot.org,2026-06-23 00:52:53+00:00,"Tesla crash that killed a woman under US federal investigationBBC Tesla Driver Using Autopilot Crashes Into Home in Texas and Kills a Woman, Officials SayThe New York Times ‘We just want answers’: Family mourns woman killed in Tesla crash as federal investiga…"
573,"Top auto regulator opens special probe after a Tesla slams into a Texas home, killing a 76-year-old",WPLG Local 10,2026-06-23 00:52:43+00:00,NEW YORK (AP) — The top U.S. auto regulator opened an investigation Monday after a Tesla using an automated driving feature slammed into a Texas home at high speed and killed a 76-year-old woman standing inside.
553,uni-db-onnx-cuda 2.2.5,Pypi.org,2026-06-23 00:47:07+00:00,Python bindings for Uni Graph Database (slim ONNX + remote APIs + NVIDIA CUDA)
574,Top auto regulator opens special investigation into deadly Tesla crash,WHIO,2026-06-23 00:28:52+00:00,The top U.S. auto regulator has opened an investigation after a Tesla using an automated driving feature slammed into a Texas home at high speed and killed a 76-year-old woman standing inside
575,WATCH: Palm Beach's airport to be renamed President Donald J. Trump International Airport,Abcnews.com,2026-06-23 00:02:52+00:00,"The change comes after Florida Gov. Ron DeSantis signed a renaming bill back in March, and will go into effect on July 9."
576,WATCH: Sparks fly over Oklahoma neighborhood after fireworks stand catches fire,Abcnews.com,2026-06-23 00:00:29+00:00,"There’s no word on what sparked the fire, but no injuries were reported."
475,SpaceX Surpasses Amazon in Market Value: Inside Elon Musk's Rocket Empire Rise to $3 Trillion,Ibtimes.com.au,2026-06-17 08:01:20+00:00,"SpaceX's record-breaking IPO has pushed its market value past Amazon, underscoring the rapid growth of commercial space technology and satellite infrastructure."
476,Schlage’s New Smart Lock Opens Your Door Before You Even Touch It,The Gadgeteer,2026-06-17 08:00:54+00:00,"Schlage just put a real date on the smart lock it teased a year and a half ago. The company first revealed Sense Pro at CES 2025, so after all the “coming soon” promises, it’s finally real. The Sense Pro Smart Deadbolt goes on sale June 29, 2026, and it’s the…"
477,"Ahadadream shares new single, ‘Make Space’: Listen",DJ Mag,2026-06-17 08:00:32+00:00,"""A full-volume celebration of communities pushing forward club culture"""
472,GitHub Copilot Desktop App Targets Parallel Agentic Workflows,InfoQ.com,2026-06-17 08:00:00+00:00,"GitHub has introduced the GitHub Copilot app, a desktop control centre for agent-native development that aims to keep engineers in charge while AI agents handle more coding work. Mario Rodriguez writes on the GitHub blog that the recent wave of coding agents …"
479,"The wait is over! Samsung’s Galaxy XR headset has finally landed in the UK, and I couldn’t be more excited",TechRadar,2026-06-17 08:00:00+00:00,Preorders are live for Samsung's Galaxy XR headset in the UK ahead of its July 8 launch.
478,This credit card-sized tracker fits in your wallet and costs $20 during Deal Days,Macworld,2026-06-17 08:00:00+00:00,"Macworld







TL;DR: The MagTag Ultra Slim Tracker works with Apple Find My and is on sale for $19.99 (reg. $59.99) through June 28 as part of Macworld’s Deal Days — our answer to Prime Day.




AirTags are perfect for keys. Wallets? Not so much. The MagT…"
474,One $20 payment gets you the full Office suite and zero subscription stress during this Deal Days sale,PCWorld,2026-06-17 08:00:00+00:00,"TL;DR: Lifetime access to Microsoft Office Professional Plus 2019 for Windows is $19.97 (MSRP $229) during Deal Days — one payment, lifetime access, no subscription required.




Paying monthly for Office can feel unnecessary if all you really need are the c…"
473,Companies question cost of AI as tokenmaxxing spending adds up,CBC News,2026-06-17 08:00:00+00:00,"Prominent tech businesses pushing to use AI intensively have been stung by sky high AI costs, especially for agentic chain-of-thought purposes. Now, they're looking at getting beyond experimentation to tokenomics: really breaking down the return on investment…"
481,Kazakhstan signs pacts with NVIDIA & Firebird to position country as AI regional hub,The Times of India,2026-06-17 07:58:50+00:00,Kazakhstan is investing $10 billion in artificial intelligence infrastructure. Agreements with Firebird and NVIDIA will build advanced data centers. This project aims to make Kazakhstan a regional AI computing hub. It is expected to boost exports and create j…
482,Quanta NVIDIA Quadro T1000 with Max-Q Design Graphics Driver 32.0.15.9166 for Windows 11 version 25H2,Softpedia.com,2026-06-17 07:55:01+00:00,"The package provides the installation files for Quanta NVIDIA Quadro T1000 with Max-Q Design Graphics Driver version 32.0.15.9166.If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or …"
480,Widow’s Bay Season 2 Confirmed: Apple TV Renews Its Biggest Horror-Comedy Hit Ahead of Finale - Filmibeat,Filmibeat,2026-06-17 07:54:16+00:00,"Apple TV has officially renewed Widow&rsquo;s Bay for Season 2 ahead of the June 17 finale. Here's everything about the cast, release updates, streaming platform, story, and why the hit horror-comedy is winning audiences worldwide."
405,Nvidia Vera CPU strains LPDDR supply as AI servers tap phone memory,Digitimes,2026-06-17 07:51:56+00:00,"Nvidia is expected to surpass Apple and Samsung Electronics' mobile division to become the world's top buyer of LPDDR, as AI servers and AI PCs pull low-power memory beyond smartphones, MoneyToday reported, citing electronics industry sources."
406,Slow Burn - Decoder Ring | Tina Turner and the Dance That Conquered Australia,Acast.com,2026-06-17 07:50:00+00:00,"In Australia, no wedding or school dance is complete without the Nutbush, Australia’s unofficial national dance. The Nutbush – a simple line dance to the song “Nutbush City Limits,” by Ike and Tina Turner – has become as stereotypically Australian as kangaroo…"
428,Quanta NVIDIA RTX A4000 Laptop GPU Graphics Driver 32.0.15.9166 for Windows 10 version 21H2 64-bit,Softpedia.com,2026-06-17 07:47:17+00:00,"The package provides the installation files for Quanta NVIDIA RTX A4000 Laptop GPU Graphics Driver version 32.0.15.9166.If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgra…"
450,"Chip supply chains shift: TSMC's capacity crunch reportedly pushes Google, Tesla, BYD toward Samsung",Digitimes,2026-06-17 07:44:23+00:00,"Global chip buyers, including BYD, Google, AMD, and Tesla, are turning to Samsung Electronics as TSMC's advanced production lines remain fully booked, Nikkei Asia reported. The shift underscores how AI demand and supply-chain risk are reshaping where cutting-…"
429,"(PR) Coherent Breaks Ground on Expanded Texas Facility, Scaling AI's Optical Backbone",Techpowerup.com,2026-06-17 07:43:56+00:00,"AI runs at the speed of light. More and more, that light is made in Texas. Coherent broke ground today on an expanded manufacturing building in Sherman, Texas. The company makes the lasers, optical components and compound semiconductors that wire AI systems t…"
381,Nvidia CEO Jensen Huang Just Announced Fantastic News to Microsoft Stock Investors,Biztoc.com,2026-06-17 07:42:27+00:00,Microsoft (NASDAQ: MSFT) has not performed well over the past year. One issue the company has encountered is the perception that some of its products and services will be replaced by artificial intelligence (AI). That makes it hard for Microsoft to justify it…
407,"Apple Store、BelkinのUSB-Cケーブル内蔵20,000mAhバッテリー「Belkin UltraCharge Pro 20K Power Bank with Integrated Cable」を販売開始",Excite.co.jp,2026-06-17 07:37:00+00:00,"AppleStoreが、BelkinのUSB-Cケーブル内蔵20,000mAhバッテリー「BelkinUltraChargePro20KPowerBankwithIntegratedCable」を17..."
408,Apple Store、Belkin製Qi2 25W対応3-in-1ワイヤレス充電器「Belkin UltraCharge Pro 3-in-1 Magnetic Charging Dock」のブルーを販売開始（Apple限定）,Excite.co.jp,2026-06-17 07:36:00+00:00,"AppleStoreが、Belkin製Qi225W対応3-in-1ワイヤレス充電器「BelkinUltraChargePro3-in-1MagneticChargingDock」のブルーを24,800..."
409,Telegram stops working for existing users in India but remains accessible via VPN,BusinessLine,2026-06-17 07:34:35+00:00,Telegram faces temporary restriction in India ahead of NEET-UG re-exam as Google and Apple delist the app over paper leak concerns; CEO Pavel Durov reacts.
410,Telegram stops working for existing users in India but operational on VPN,The Times of India,2026-06-17 07:32:31+00:00,"Telegram access is temporarily blocked in India for existing users. This action aims to prevent paper leaks for the upcoming NEET-UG 2026 re-examination. The app has been removed from app stores. However, Telegram continues to function using VPNs. This move a…"
411,Apple Watch Ultra 4 Leaks: The Rugged Smartwatch Is Getting a Full Makeover,Geeky Gadgets,2026-06-17 07:30:15+00:00,"The Apple Watch Ultra 4 is shaping up to be one of the most anticipated releases in wearable technology. With rumors pointing to significant upgrades in design, performance, and functionality, this next-generation smartwatch could set new standards for durabi…"
382,Ireland’s Big Tech presidency dilemma: Shaping the rules for companies it hosts,POLITICO.eu,2026-06-17 07:30:00+00:00,"Tech regulation will form a large part of Dublin's presidency of the Council of the EU, which starts July 1."
412,disposable-email-detector 0.1.0,Pypi.org,2026-06-17 07:28:52+00:00,"Detect disposable / temporary email addresses, and distinguish them from legitimate forwarding aliases (EmailAlias.io, SimpleLogin, addy.io, DuckDuckGo, Firefox Relay, Apple Hide My Email)."
413,disposable-email-detector added to PyPI,Pypi.org,2026-06-17 07:28:47+00:00,"Detect disposable / temporary email addresses, and distinguish them from legitimate forwarding aliases (EmailAlias.io, SimpleLogin, addy.io, DuckDuckGo, Firefox Relay, Apple Hide My Email)."
430,Shares mixed and oil trades below $80 on optimism over interim U.S.-Iran war deal,Japan Today,2026-06-17 07:27:43+00:00,Asian shares were mixed and oil was trading below $80 a barrel on Wednesday as markets watched for details on the interim agreement between the U.S. and Iran to end the war. U.S. futures edged higher ahead of the Federal Reserve’s policy decision announcement…
431,Apollo and Blackstone Just Closed a $35 Billion Private Credit Deal to Finance Anthropic's Compute Expansion. Here's What It Means for Micron and Nvidia,Biztoc.com,2026-06-17 07:26:40+00:00,"Apollo and Blackstone Just Closed a $35 Billion Private Credit Deal to Finance Anthropic's Compute Expansion. Here's What It Means for Micron and Nvidia.
Two of the largest asset managers on Wall Street are rewriting the rules of AI infrastructure financing, …"
414,(Video) Reported Liverpool transfer target sends out a statement with instant World Cup impact,Empire of The Kop,2026-06-17 07:20:00+00:00,One reported Liverpool transfer target didn’t take long to make an impact in his first appearance at the 2026 World Cup.Whilst Andoni Iraola seemingly pushes for the signing of RB Leipzig winger Yan...
451,WBJEE JECA 2026 candidates must submit OBC certificate by June 19 for reservation benefits; check details,The Times of India,2026-06-17 07:19:48+00:00,"West Bengal Joint Entrance Examinations Board (WBJEEB) has set a deadline of June 19, 2026, for eligible candidates to upload their Other Backward Class (OBC) certificates for Master of Computer Applications (MCA) admissions. Only Non-Creamy Layer (NCL) candi…"
452,"Sargun Mehta wants people to stop making ‘negative comments, trolling online’",The Times of India,2026-06-17 07:19:17+00:00,"Ahead of her upcoming film ""Carry On Jatta 4"", actress Sargun Mehta urged people to stop online negativity and trolling. Co-star Gippy Grewal echoed this sentiment, emphasizing that such behavior should cease. The film, the fourth installment of the popular f…"
453,SpaceX Mania: How Elon Musk's rocket giant became Wall Street's biggest story,Economictimes.com,2026-06-17 07:17:16+00:00,"SpaceX made history with its blockbuster Nasdaq debut, raising approximately $75 billion in what became the largest IPO ever in the United States. The offering valued the company at around $1.77 trillion, instantly placing it among the world's most valuable p…"
415,Lagaan To Laapataa Ladies: Aamir's 10 Best Productions,Rediff.com,2026-06-17 07:15:19+00:00,"As Aamir Khan Productions celebrates 25 years, we rank the 10 best films produced by its star, from the iconic Lagaan to the recent critically-acclaimed Laapataa Ladies."
454,"'We backdated posts': After Telegram scrutiny over NEET, UPSC coaching institute explains how '82 questions matched' in Prelims",The Times of India,2026-06-17 07:13:20+00:00,"A coaching institute, Anantam IAS, has responded to allegations of a UPSC Prelims paper leak, explaining that earlier publication dates on its website were an editorial decision for content organization, not an attempt to mislead. The institute claims its ans…"
432,Prediction: This Could Be Nvidia's Stock Price By the End of 2027,Biztoc.com,2026-06-17 07:12:10+00:00,"Since the dawn of artificial intelligence (AI) in early 2023, Nvidia (NASDAQ: NVDA) has emerged as the de facto poster child for the space. The company's graphics processing units (GPUs), which were originally designed to create lifelike images in video games…"
416,Culture Gabfest - One Last Strut Edition,Acast.com,2026-06-17 07:10:00+00:00,"Steve, Dana, and Julia gather once more—for almost the last time—to unpack the week’s culture. This week, conversation has to include the cultural, cinematic juggernaut Steven Spielberg and his new film Disclosure Day. Starring Josh O’Connor and Emily Blunt, …"
383,Singapore’s electronics exports surge 94.8% on record AI demand,Crypto Briefing,2026-06-17 07:06:49+00:00,"Singapore's export surge highlights its pivotal role in the AI supply chain, signaling sustained economic growth amid global tech demand.
The post Singapore’s electronics exports surge 94.8% on record AI demand appeared first on Crypto Briefing."
433,parammadrz added to PyPI,Pypi.org,2026-06-17 07:01:26+00:00,"Parallel Rao's Q Visualization and Analysis — Spectral indices, Rao's Q diversity, raster visualization"
434,L’Oréal Partners With OpenAI,WWD,2026-06-17 07:00:00+00:00,The French beauty giant is out to solve what it calls “the 11-minute paradox” in the consumer’s journey.
424,Widow's Bay Season 1 Review,IGN,2026-06-17 07:00:00+00:00,"Widow's Bay has just ended its first season, which begs the question: Is it as good as everyone says? The answer is a resounding yes."
421,Bayern Munich star Harry Kane pegged to have big World Cup,Bavarian Football Works,2026-06-17 07:00:00+00:00,Are big things in store for the FC Bayern star?
420,Widow’s Bay Ending Explained: For Whom the Bell Tolls,Den of Geek US,2026-06-17 07:00:00+00:00,"This article contains spoilers for Widow’s Bay episode 10, “We Hope You Enjoyed Your Time!” Apple TV’s sleeper hit Widow’s Bay has now concluded its first season on the streamer, and everyone who has become obsessed with the show’s strange island and its ecce…"
419,Decoder Ring - The Tootsie Shot (Encore),Acast.com,2026-06-17 07:00:00+00:00,"You know the Tootsie Shot. It’s that image that pops up all the time in movies set in a dense city: a really busy midtown street, everyone going somewhere—and smack in the middle of it all is the protagonist. You can find it in Working Girl, Midnight Cowboy, …"
418,What Next - Israel Alone,Acast.com,2026-06-17 07:00:00+00:00,"Both the US and Iran are talking up a deal that will end the war and re-open the Strait of Hormuz. So why is Israel so upset about it? Guest: Gregg Carlstrom, Middle East correspondent for the EconomistWant more What Next? Subscribe to Slate Plus to access ad…"
417,ICYMI - Everything Is Phone,Acast.com,2026-06-17 07:00:00+00:00,"On today’s episode, host Kate Lindsay is joined by Slate staff writer Nitish Pawha to discuss his piece “Your TV Is Not Safe.” Apps like Instagram, Substack, and Spotify are making the leap from smart phones to smart TVs, as TVs attempt to compete against scr…"
422,‘Widow’s Bay’ Finale Suggests Laughing at Life’s Horrors Instead of Living in Dread — Spoilers,IndieWire,2026-06-17 07:00:00+00:00,"Tom (Matthew Rhys) finally makes a choice, Patricia (Kate O'Flynn) loses control, and the island demands a sacrifice in Katie Dippold's chilling, charming ending to ""Widow's Bay"" Season 1."
423,"He fled Iran for the American dream, became a millionaire, and could have retired—instead, he built the health tech that saved his father from cancer",Fortune,2026-06-17 07:00:00+00:00,"Health tech millionaire escaped Iran with nothing—now he skips lunch, spends $500 a month on carrot juice, and bought his whole team Rolexes."
435,This Nissan Skyline was turned into a gaming PC and racing rig for Forza Horizon 6,TweakTown,2026-06-17 06:59:06+00:00,"Check this out, it's an actual 1998 Nissan Skyline R34 GTT turned into a GeForce RTX 5090-powered racing rig to celebrate Forza Horizon 6.Continue reading at TweakTown"
455,[NSW] 5kW Solis Inverter + 15kWh Solar Battery $3300 Installed & More @ Greengaroo,Ozbargain.com.au,2026-06-17 06:49:28+00:00,"Hi Everyone, I'm new to OzBargain and would like to introduce Greengaroo (Australian Battery Brand & Battery Manufacturer). We are an Australian-owned battery manufacturer:Greengaroo, …"
384,The US government can shut off access to AI at will. What does this mean for Australia?,The Conversation Africa,2026-06-17 06:48:41+00:00,The risks of depending on US-based AI models are becoming clear.
437,nvidia-deepstream-videodecode-cu13 9.0.0,Pypi.org,2026-06-17 06:48:33+00:00,GPU-resident video decode via NVIDIA DeepStream — single-wheel install bundles the DS shared libs in a flat _libs/ directory and sets GST_PLUGIN_PATH + LIBV4L2_PLUGIN_DIR on import.
436,nvidia-deepstream-videodecode-cu13 added to PyPI,Pypi.org,2026-06-17 06:48:33+00:00,GPU-resident video decode via NVIDIA DeepStream — single-wheel install bundles the DS shared libs in a flat _libs/ directory and sets GST_PLUGIN_PATH + LIBV4L2_PLUGIN_DIR on import.
438,NVIDIA RTX Remix 1.5 Update Cuts File Size and Brings Smooth Normals,Techpowerup.com,2026-06-17 06:48:29+00:00,"NVIDIA has published its latest update for the RTX Remix framework, with version 1.5 bringing impressive improvements. As some may recall, NVIDIA's RTX Remix is a tool for remastering older games to enable the game engine to support modern visual enhancements…"
425,Google to bring built-in parental controls to all android 17 phones amid regulatory pressure,MediaNama.com,2026-06-17 06:42:29+00:00,"Google is expanding its built-in parental controls to all Android 17 devices and increasing funding for youth digital wellbeing initiatives.
The post Google to bring built-in parental controls to all android 17 phones amid regulatory pressure appeared first o…"
426,First Rush update,Newsshooter,2026-06-17 06:39:26+00:00,"First Rush (which I reported on last week) just got a major on-set update with live color + scopes, real-time compositing, a Companion Viewer that streams to iPhone/iPad with no router via P2P, and clip playback over SDI. It’s also now available on the Mac Ap…"
439,Amazon backs AI start-up developing models to simulate physical world,The Irish Times,2026-06-17 06:38:42+00:00,Company joins investment arms of Nvidia and AMD in €267m funding round for Odyssey ML
385,yta-audio-narration-microsoft 0.1.1,Pypi.org,2026-06-17 06:36:44+00:00,Youtube Autonomous Audio Narration Google Voice Module.
427,The Epic of Gilgamesh,Everything-everywhere.com,2026-06-17 06:36:13+00:00,"Podcast Transcript Over 4,000 years ago, in the cities of ancient Mesopotamia, people told the story of a mighty king who sought fame, found friendship, faced devastating loss, and went searching for the secret of eternal life. This story is one of the oldest…"
440,NVIDIA's RTX Remix Skills lets modders without coding skills use AI agents to help remaster classic PC games,TweakTown,2026-06-17 06:26:05+00:00,"RTX Remix 1.5 introduces some notable improvements to the impressive modding platform, alongside RTX Remix Skills to help AI agents streamline the process.Continue reading at TweakTown"
441,AORUS GeForce RTX 5090 Infinity now available in the Philippines,Yugatech.com,2026-06-17 06:24:01+00:00,"GIGABYTE’s flagship AORUS GeForce RTX 5090 Infinity graphics card is now available in the Philippines through DataBlitz. Built on NVIDIA’s...
The post AORUS GeForce RTX 5090 Infinity now available in the Philippines appeared first on YugaTech | Philippines Te…"
442,Shares are mixed and oil trades below $80 on optimism over interim US-Iran war deal,Abcnews.com,2026-06-17 06:20:47+00:00,"Asian shares are mixed and oil is trading below $80 a barrel, as markets watch for details on the interim agreement to end the U.S.-Iran war"
386,HCLTech bets big on sovereign AI with strategic investment in Sarvam AI,The Times of India,2026-06-17 06:19:41+00:00,"HCLTech strategically invested $1.5 billion in Indian AI startup Sarvam AI, acquiring a 10.5% stake. This partnership aims to address enterprise AI adoption barriers through hybrid models combining private and frontier AI, while also capitalizing on the growi…"
443,"Nifty IT rises 4.3% in three sessions to cross 29,000: Infosys, Tech Mahindra, Wipro & TCS lead gains",BusinessLine,2026-06-17 06:18:23+00:00,"The index gained nearly 4.3% from 27,795.75 recorded on June 12, reflecting improving market sentiment triggered by US-Iran peace deal, softer crude and global market movement."
444,"AMD, Google, and Nvidia could get some of their chips made by Samsung",SamMobile,2026-06-17 06:14:14+00:00,"Samsung is one of the few companies in the world capable of manufacturing semiconductor chips on advanced process nodes (5nm and below). As global chip manufacturing capacity remains constrained, several companies, including AMD, Google, and Nvidia, are repor…"
445,"Lenovo (Certified Refurbished) IdeaPad Pro 5: 16"" 2.8K OLED 120Hz, Ryzen AI 5 340, RTX 5050, 16GB RAM, 512GB SSD $714.35 (3 replies)",Slickdeals.net,2026-06-17 06:11:49+00:00,"Lenovo Outlet store has the IdeaPad Pro 5 with the NVIDIA RTX 5050 for $793.72, enter code OUTLET10 in the cart to take 10% off and bring the price down to $714.35

Specs:Processor: AMD Ryzen™ AI 5"
456,Fastest EV at Malaysia’s biggest EV Track Day: Exotic Mods Tesla Model 3 Performance – 2:27.790,SoyaCincau.com,2026-06-17 06:06:18+00:00,"Over 100 EVs gathered at Sepang International Circuit for the SoyaCincau x Dongfeng Pop-Up EV Clinic: Track Edition 2026, but one car stood out from the rest. The Exotic Mods Tesla Model 3 Performance driven by Ee Shedden set the fastest lap during the track …"
388,azure-mgmt-programenrollment 1.0.0b1,Pypi.org,2026-06-17 06:00:11+00:00,Microsoft Azure Programenrollment Management Client Library for Python
387,azure-mgmt-programenrollment added to PyPI,Pypi.org,2026-06-17 06:00:11+00:00,Microsoft Azure Programenrollment Management Client Library for Python
457,"Sodium-ion batteries now have a 15-minute charging time with no fire risk, are more reliable in cold temperatures",Naturalnews.com,2026-06-17 06:00:00+00:00,"The lithium-ion battery has been the only path forward. The fires, the mining horrors, and the supply chain choke holds are simply the price of progress, we’re told. But a new study from German researchers examining 120 commercially produced sodium-ion cells …"
446,"Applied Intuition Expands Its Self-Driving System Into Japan, One of the World's Most Demanding Automotive Markets",PRNewswire,2026-06-17 06:00:00+00:00,"Deployment brings Applied Intuition's end-to-end autonomy stack to a major global automotive market, demonstrating rapid adaptation across regions, regulations and real-world driving conditions. Applied Intuition has expanded its Self-Driving System (SDS) to …"
447,"War Department: Elon Musk’s Grok AI Helped Fire 2,000 Missiles at Iran",Naturalnews.com,2026-06-17 06:00:00+00:00,"The Department of War‘s (DoW) chief digital and artificial intelligence (AI) officer, Cameron Stanley, stated in a sworn declaration that Elon Musk’s Grok AI was integral to the U.S. military’s February 2026 offensive against Iran, code-named Operation Epic F…"
448,"Chinese EV Makers Shift to Proprietary Chips, Reducing Reliance on Nvidia",Naturalnews.com,2026-06-17 06:00:00+00:00,"Four of China’s largest electric vehicle makers have unveiled custom chips for autonomous driving in the past year, according to corporate announcements and industry reports. The chips are designed to cut costs and reduce dependence on Nvidia and Horizon Robo…"
449,Nvidia’s $20 billion bond sale: The AI debt frenzy reaches a tipping point,Naturalnews.com,2026-06-17 06:00:00+00:00,"The AI industry is accelerating its debt-driven expansion, with Nvidia raising $20 billion via bond sales and companies like Meta and Amazon investing heavily in AI infrastructure, signaling a pivotal shift in the sector’s financial strategy. Analysts warn of…"
389,Peter Thiel's private society attendance list leaked via hard-coded HTML,Github.com,2026-06-17 05:58:26+00:00,the dialog.org website plain html of 16 Jun 2026. Contribute to nzaki-dev/dialog development by creating an account on GitHub.
458,Bernie Sanders Slams 'Insanely Rigged Economy'; Ro Khanna Says Problem Isn't Elon Musk's Wealth But Rather One Of 'Values',Biztoc.com,2026-06-17 05:53:34+00:00,"Tesla Inc. (NASDAQ:TSLA) and SpaceX (NASDAQ:SPCX) CEO Elon Musk’s massive wealth increase sparked renewed criticism, with some arguing that soaring billionaire fortunes highlight deep economic inequality in the U.S.
Sanders Says Wealth Surge Shows An ‘Insanel…"
390,2026 Top Trends in Academic Libraries: A Review of the Trends and Issues | Planning and Review Committee | College & Research Libraries News,Acrl.org,2026-06-17 05:47:02+00:00,2026 Top Trends in Academic Libraries: A Review of the Trends and Issues
391,Microsoft launches Snapdragon X2 powered Surface Pro and Surface Laptop,GSMArena.com,2026-06-17 05:45:02+00:00,"Microsoft is launching the new Surface Pro and Surface Laptop, now powered by Qualcomm's Snapdragon X2 chips. The Surface Pro 13"" comes in Platinum, Black, and Dune colorways, and the company says it ""combines the flexibility of a tablet with the capability o…"
392,"Microsoft launches new Snapdragon X2-powered Surface laptops, teases RTX Spark model",TweakTown,2026-06-17 05:31:06+00:00,"Microsoft has launched its new Snapdragon X2-powered Surface Pro and Surface Laptop devices, starting at $1,499 and $1,599 USD, respectively.Continue reading at TweakTown"
393,Microsoft AntiSSRF open-source library helps block server-side request forgery,Help Net Security,2026-06-17 05:30:35+00:00,AntiSSRF is an open-source code library from Microsoft that validates URLs and network connections to reduce server-side request forgery (SSRF) risks in web applications. It supports .NET and Node.js applications and is distributed under the MIT license. The …
394,PoC in the clouds: Google Cloud’s Model Garden at Platform 37,ComputerWeekly.com,2026-06-17 05:20:59+00:00,"So-called Proof-of-Concept “labs” have evolved massively over the last 30-years. Back in the day - and we’re talking pre-Windows 95 here - Microsoft used to roll out a bunch of enterprise apps, ..."
395,A nightmare on Park St: 'THIRTY layoffs' at Woman's Day publisher Are Media... Staff reveal editors in tears on magland's darkest day: INSIDE MAIL,Dailymail.com,2026-06-17 05:01:18+00:00,"On Monday, insiders reported key staff going in and out of meetings with HR. Some editorial directors were even said to be in tears. Then 24 hours later, it happened."
396,Building Internal AI Knowledge Hubs for Development Teams,C-sharpcorner.com,2026-06-17 04:53:24+00:00,"Build internal AI knowledge hubs for dev teams to boost productivity. Centralize docs, code, and tickets for instant, natural language answers."
397,Mark Zuckerberg proposes AI hackathon at Meta amid employee pushback,Crypto Briefing,2026-06-17 04:48:36+00:00,"Zuckerberg's AI hackathon proposal highlights Meta's struggle to balance innovation with employee morale amid recent layoffs and restructuring.
The post Mark Zuckerberg proposes AI hackathon at Meta amid employee pushback appeared first on Crypto Briefing."
459,"Five uncrewed Starship rockets are projected to launch toward Mars during the brief window in late 2026 when the two planets align for the closest possible journey — and depending on whether they arrive intact, the first crewed missions could follow within five to seven years, in what would be the first time human beings have traveled to another planet in the roughly 200,000-year history of our species",Space Daily,2026-06-17 04:45:13+00:00,"Every 26 months, the orbits of Earth and Mars align in a particular geometric configuration that allows spacecraft to travel between them with the lowest possible fuel expenditure. The window lasts approximately one month. Miss it, and the next opportunity is…"
460,EVs can get Malaysia’s biggest motor insurance discount with Allianz EV EcoMiles low mileage rebate,Paul Tan's Automotive News,2026-06-17 04:07:53+00:00,"If you drive a battery EV in Malaysia, you can knock more off your motor insurance than the owner of any petrol car – and it’s all above board. The trick is a little-known Allianz […]
The post EVs can get Malaysia’s biggest motor insurance discount with Allia…"
398,Risky Business #842 -- Anthropic needs an adult in the C suite,Risky.biz,2026-06-17 04:04:41+00:00,"On this week’s show Patrick Gray, Adam Boileau and James Wilson discuss the week’s cybersecurity news. They cover:

<ul>
 <li>Anthropic’s Fable 5 and Mythos 5 get nuked by the US government four days after launch “because security”</li>
 <li>Why “guardrails” …"
461,Opinion: AVs Can Do More Than Just Serve People Who Can Afford A Cab,Streetsblog.org,2026-06-17 04:03:00+00:00,What has emerged is an industry trend that prioritizes hype instead of mobility equity.
399,$2.75 trillion mcap SpaceX rockets past Amazon with 66% stock surge in 3 days,The Times of India,2026-06-17 03:30:49+00:00,"SpaceX's market valuation surged past Amazon and briefly exceeded Microsoft's on Tuesday, driven by intense trading in its newly listed option contracts.  The company's shares jumped significantly above its IPO price, reflecting investor confidence in its div…"
400,agentforge-guard-presidio 0.3.1,Pypi.org,2026-06-17 03:18:11+00:00,Microsoft Presidio PII detector for AgentForge guardrails
401,"Activision Blizzard, Inc. Notice of June 30, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick & Foti, LLC, Before Application Deadline",GlobeNewswire,2026-06-17 03:17:00+00:00,Activision Blizzard (ATVI) Investors Have Opportunity to Lead Activision Blizzard Inc. Securities Litigation...
402,How Often Does Sony Launch New PlayStation Consoles?,BGR,2026-06-17 03:17:00+00:00,"Sony has followed a surprisingly consistent console release schedule for decades, offering valuable clues about when the next PlayStation could arrive."
403,"Xbox: A Mess, Moving Back To Exclusivity Deals, & The Layoffs Microsoft Promised Wouldn’t Happen",Slashdot.org,2026-06-17 03:13:04+00:00,Theres something going on over in Microsofts Xbox division and it isnt good. Dont take my word on that. Apparently the bosses over there are circulating an email to staff talking about how properly fucked everyone is if something doesnt change soon. Xbox CEO …
